latitude,longitude,altitude (m)
45.62178743,9.285759994,185
45.62177939,9.285753605,185
45.62176891,9.285747064,185
45.62176356,9.28574359,185
45.62175424,9.285737913,185
45.62174534,9.28573157,185
45.62173704,9.285725237,185
45.62172994,9.285719467,185
45.62172035,9.28571261,185
45.62171244,9.285706028,185
45.62170197,9.285699829,185
45.62169546,9.285695672,185
45.62168926,9.285688908,185
45.62168158,9.285684112,185
45.62167165,9.28567647,185
45.62166495,9.285671224,185
45.62165765,9.285663528,185
45.62165291,9.285658572,185
45.62164267,9.285650481,185
45.62163393,9.285641768,185
45.62162737,9.285634167,185
45.62162294,9.285630303,185
45.62161456,9.285622354,185
45.62160816,9.285614543,185
45.62160038,9.285608052,185
45.62159247,9.285598105,185
45.62158569,9.285589402,185
45.62157882,9.285582652,185
45.62156968,9.285574868,185
45.62156416,9.285567007,185
45.62155605,9.285557135,185
45.62154983,9.285549018,185
45.6215447,9.285541796,185
45.62154007,9.285537391,185
45.62153475,9.285528749,185
45.62152703,9.285520545,185
45.62151937,9.285511553,185
45.62151322,9.285502617,185
45.62150736,9.285494778,185
45.62150086,9.285484107,185
45.62149357,9.285474376,185
45.62148684,9.285465004,185
45.62147876,9.285453255,185
45.62147407,9.285444738,185
45.62146678,9.28543501,185
45.62146109,9.285424069,185
45.62145469,9.285415205,185
45.62145003,9.285406463,185
45.62144472,9.285395893,185
45.62144178,9.285387945,185
45.62143631,9.285377409,185
45.62143097,9.285366128,185
45.62142457,9.285358352,185
45.62141616,9.285343804,185
45.62141031,9.285332701,185
45.62139819,9.285309746,185
45.62138993,9.285291389,185
45.62138204,9.285275154,185
45.62137241,9.285257018,185
45.62136439,9.285239542,185
45.62135782,9.285225265,185
45.62134819,9.285207575,185
45.6213399,9.285187956,185
45.6213314,9.285174071,185
45.62132564,9.285163091,185
45.62131803,9.285152786,185
45.62131389,9.285141878,185
45.62130606,9.285131549,185
45.6213001,9.285123766,185
45.62129432,9.285114311,185
45.62128928,9.285108409,185
45.62128077,9.285094779,185
45.62127083,9.28508328,185
45.62126009,9.285071874,185
45.62124937,9.285061113,185
45.62123895,9.285051003,185
45.62123,9.28504353,185
45.62122107,9.285034545,185
45.62121126,9.285027702,185
45.62120096,9.285019045,185
45.62119146,9.285012722,185
45.6211824,9.28500589,185
45.62117368,9.285000909,185
45.62116268,9.284994956,185
45.62115414,9.284989848,185
45.62114713,9.284985462,185
45.62114096,9.284983017,185
45.62113451,9.284979698,185
45.621119,9.284971408,185
45.62109932,9.28496212,185
45.62108336,9.284956393,184.9
45.62106609,9.284950216,184.8
45.62104847,9.284942681,184.8
45.62103507,9.284937843,184.7
45.62102142,9.284933968,184.7
45.62100562,9.284926897,184.6
45.62099328,9.28492277,184.6
45.62098509,9.284921635,184.5
45.62097546,9.284918126,184.5
45.62096712,9.284916244,184.5
45.62093149,9.284902629,184.4
45.62090717,9.28489446,184.3
45.62087731,9.284891329,184.2
45.62085413,9.284888617,184.1
45.62082866,9.284882575,184
45.6207984,9.284878622,184
45.62077514,9.284874362,184
45.6207478,9.284869515,184
45.62071704,9.284864437,184
45.62065992,9.284855955,184
45.62061845,9.284848505,184
45.62058742,9.284844041,184
45.62056063,9.284839597,184
45.62053679,9.28483563,184
45.62050948,9.284830759,184
45.62048903,9.284827855,184
45.62047059,9.284825233,184
45.62044817,9.284822534,184
45.62042893,9.284819635,184
45.62039836,9.284815481,184
45.62036858,9.284811064,184
45.6203426,9.284806853,184
45.62031202,9.284802455,184
45.62028327,9.284797936,184
45.62025672,9.284794034,183.9
45.62023209,9.284788342,183.8
45.62021023,9.284784831,183.8
45.62018211,9.284780092,183.7
45.62015453,9.284775356,183.6
45.62012879,9.284770939,183.5
45.62010062,9.284767718,183.4
45.6200761,9.28476294,183.3
45.62005352,9.284759503,183.2
45.62002878,9.284754208,183.1
45.62000672,9.284751281,183
45.6199673,9.284743106,183
45.61992896,9.284737972,183
45.61988581,9.284733375,183
45.61985049,9.284730853,183
45.61979543,9.284727708,183
45.61975668,9.284725688,183
45.61971302,9.284717818,183
45.61966383,9.284708006,183
45.61960938,9.284703324,183
45.61955622,9.284692423,183
45.61950878,9.284684361,183
45.61944401,9.284671918,183
45.6193981,9.284665599,183
45.61934876,9.284659084,183
45.61929407,9.284647651,183
45.61923023,9.284638636,183
45.61917952,9.284631554,183
45.61911722,9.284617737,182.8
45.61907102,9.284612597,182.7
45.61902416,9.284605116,182.5
45.61898055,9.284596939,182.3
