type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	41.574546030	2.261667739	133.7			
T	41.574535673	2.261708339	133.6			
T	41.574517146	2.261734744	133.5			
T	41.574495719	2.261765897	133.3			
T	41.574478172	2.261802257	133.2			
T	41.574458862	2.261837169	133.1			
T	41.574438128	2.261877914	133.0			
T	41.574422304	2.261929006	132.8			
T	41.574402634	2.261978152	132.6			
T	41.574379623	2.262017175	132.3			
T	41.574354766	2.262055391	132.1			
T	41.574320283	2.262102584	131.8			
T	41.574298780	2.262175584	131.6			
T	41.574267824	2.262230035	131.3			
T	41.574243076	2.262296017	131.0			
T	41.574217947	2.262343463	130.7			
T	41.574192824	2.262410666	130.4			
T	41.574172730	2.262462791	130.2			
T	41.574120584	2.262560258	129.6			
T	41.574080697	2.262637234	129.2			
T	41.574026617	2.262746315	128.6			
T	41.573983322	2.262832059	128.2			
T	41.573950950	2.262884684	127.9			
T	41.573932408	2.262934732	127.7			
T	41.573899246	2.263000051	127.3			
T	41.573873307	2.263065125	127.0			
T	41.573842615	2.263114918	126.9			
T	41.573805080	2.263170469	126.8			
T	41.573789623	2.263222511	126.6			
T	41.573759366	2.263282716	126.2			
T	41.573723549	2.263334671	125.8			
T	41.573697701	2.263364235	125.7			
T	41.573672624	2.263387539	125.6			
T	41.573645205	2.263422569	125.5			
T	41.573627377	2.263442940	125.5			
T	41.573594922	2.263464560	125.4			
T	41.573562519	2.263494174	125.4			
T	41.573520198	2.263513377	125.3			
T	41.573485781	2.263532979	125.3			
T	41.573455958	2.263541153	125.2			
T	41.573413242	2.263561296	125.1			
T	41.573371180	2.263578880	125.0			
T	41.573338600	2.263588946	124.9			
T	41.573297515	2.263602062	124.8			
T	41.573237175	2.263602368	124.6			
T	41.573177680	2.263603222	124.4			
T	41.573123436	2.263603220	124.2			
T	41.573074819	2.263596119	124.1			
T	41.573016535	2.263582864	124.0			
T	41.572947532	2.263548539	123.9			
T	41.572878143	2.263518136	123.8			
T	41.572821775	2.263480126	123.6			
T	41.572737033	2.263413508	123.2			
T	41.572654165	2.263348370	123.0			
T	41.572543157	2.263256392	122.7			
T	41.572444974	2.263167127	122.4			
T	41.572326985	2.263074313	122.1			
T	41.572198003	2.262960154	122.0			
T	41.572049908	2.262833706	122.0			
T	41.571916577	2.262729241	121.8			
T	41.571780241	2.262603708	121.4			
T	41.571614020	2.262473032	121.0			
T	41.571417297	2.262311301	121.0			
T	41.571292582	2.262204619	121.0			
T	41.571198025	2.262121792	120.8			
T	41.571086193	2.262029438	120.3			
T	41.570987016	2.261947077	120.0			
T	41.570870686	2.261846221	120.0			
T	41.570777189	2.261765454	120.1			
T	41.570677800	2.261679391	120.0			
T	41.570577157	2.261588453	120.0			
T	41.570457597	2.261499904	120.1			
T	41.570324401	2.261379398	120.0			
T	41.570199082	2.261269318	120.2			
T	41.570070221	2.261168825	120.2			
T	41.569962244	2.261073221	120.1			
T	41.569887289	2.261012701	120.3			
