type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	41.568006750	2.256950979	121.9			
T	41.568024159	2.256935717	122.0			
T	41.568038257	2.256917673	122.1			
T	41.568058158	2.256902957	122.2			
T	41.568071579	2.256887407	122.3			
T	41.568071968	2.256886228	122.3			
T	41.568084513	2.256873497	122.4			
T	41.568103074	2.256863287	122.5			
T	41.568115835	2.256854529	122.5			
T	41.568134291	2.256846449	122.6			
T	41.568152641	2.256832143	122.8			
T	41.568174081	2.256816000	122.9			
T	41.568195581	2.256802831	123.0			
T	41.568218372	2.256792945	123.1			
T	41.568237520	2.256781619	123.2			
T	41.568258206	2.256769579	123.4			
T	41.568285012	2.256755676	123.5			
T	41.568298040	2.256747091	123.6			
T	41.568320723	2.256735345	123.7			
T	41.568346130	2.256722596	123.8			
T	41.568367403	2.256714377	124.0			
T	41.568382277	2.256702903	124.0			
T	41.568394547	2.256695841	124.1			
T	41.568408813	2.256688710	124.2			
T	41.568424290	2.256680059	124.3			
T	41.568434851	2.256671610	124.3			
T	41.568448604	2.256666997	124.4			
T	41.568464084	2.256657106	124.5			
T	41.568464202	2.256656745	124.5			
T	41.568478118	2.256649461	124.6			
T	41.568487764	2.256643212	124.6			
T	41.568496199	2.256638661	124.7			
T	41.568506343	2.256632754	124.7			
T	41.568515036	2.256629510	124.8			
T	41.568525884	2.256622690	124.9			
T	41.568536393	2.256615091	124.9			
T	41.568549450	2.256608140	125.0			
T	41.568562883	2.256601535	125.1			
T	41.568573218	2.256596273	125.1			
T	41.568584696	2.256589382	125.2			
T	41.568597687	2.256581500	125.3			
T	41.568607363	2.256578041	125.3			
T	41.568615073	2.256572602	125.4			
T	41.568624799	2.256567714	125.5			
T	41.568638592	2.256559493	125.6			
T	41.568638967	2.256559132	125.6			
T	41.568649517	2.256553560	125.7			
T	41.568669924	2.256542658	125.9			
T	41.568695447	2.256528071	126.1			
T	41.568716847	2.256516479	126.3			
T	41.568738432	2.256503797	126.5			
T	41.568759119	2.256489932	126.7			
T	41.568772616	2.256480341	126.8			
T	41.568792492	2.256470023	127.0			
T	41.568809233	2.256462571	127.2			
T	41.568823789	2.256452355	127.3			
T	41.568844107	2.256441925	127.5			
T	41.568861675	2.256431578	127.7			
T	41.568877350	2.256421903	127.8			
T	41.568889904	2.256413405	127.9			
T	41.568940643	2.256385566	128.2			
T	41.568962521	2.256375380	128.3			
T	41.568980233	2.256364658	128.4			
T	41.569000606	2.256351506	128.5			
T	41.569026313	2.256340224	128.7			
T	41.569049658	2.256325112	128.8			
T	41.569068925	2.256314510	128.9			
T	41.569085484	2.256305861	129.0			
T	41.569102566	2.256297247	129.1			
T	41.569125944	2.256283599	129.2			
T	41.569148458	2.256268845	129.4			
T	41.569170110	2.256258203	129.5			
T	41.569171411	2.256257486	129.5			
T	41.569187341	2.256246551	129.7			
T	41.569208945	2.256234389	129.9			
T	41.569224708	2.256225423	130.0			
T	41.569244191	2.256215998	130.2			
T	41.569260899	2.256207273	130.3			
T	41.569280885	2.256193909	130.5			
T	41.569306032	2.256181487	130.8			
T	41.569329127	2.256167986	131.0			
T	41.569354526	2.256155181	131.2			
T	41.569366834	2.256143649	131.3			
T	41.569387665	2.256131300	131.5			
T	41.569405860	2.256122144	131.7			
T	41.569421437	2.256113693	131.8			
T	41.569439689	2.256101025	132.1			
T	41.569458705	2.256093483	132.2			
T	41.569471908	2.256084614	132.4			
T	41.569485678	2.256078376	132.5			
T	41.569499845	2.256065692	132.6			
T	41.569516233	2.256060834	132.7			
T	41.569517229	2.256060069	132.7			
T	41.569529150	2.256052276	132.8			
T	41.569546636	2.256041591	132.9			
T	41.569562177	2.256031208	133.0			
T	41.569585515	2.256017792	133.2			
T	41.569606621	2.256005056	133.3			
T	41.569625616	2.255990696	133.4			
T	41.569643009	2.255985937	133.4			
T	41.569660952	2.255975381	133.5			
T	41.569676981	2.255965619	133.5			
T	41.569693242	2.255958504	133.6			
T	41.569709690	2.255951401	133.6			
T	41.569722804	2.255945049	133.6			
T	41.569739073	2.255938903	133.7			
T	41.569754637	2.255935884	133.7			
T	41.569767445	2.255930208	133.8			
T	41.569786935	2.255925908	133.9			
T	41.569803319	2.255919255	134.0			
T	41.569823761	2.255915061	134.1			
T	41.569840089	2.255910471	134.1			
T	41.569856366	2.255908813	134.2			
T	41.569874797	2.255906483	134.3			
T	41.569893891	2.255904517	134.4			
T	41.569913625	2.255902983	134.4			
T	41.569931193	2.255901288	134.5			
T	41.569946095	2.255901030	134.6			
T	41.569966358	2.255902740	134.6			
T	41.569981964	2.255902964	134.7			
T	41.569995110	2.255903280	134.7			
T	41.570008974	2.255905016	134.8			
T	41.570023962	2.255907639	134.8			
T	41.570036238	2.255909098	134.9			
T	41.570047915	2.255910478	134.9			
T	41.570063252	2.255912332	135.0			
T	41.570074705	2.255915265	135.1			
T	41.570088356	2.255917330	135.1			
T	41.570098387	2.255919461	135.2			
T	41.570108502	2.255921633	135.2			
T	41.570115461	2.255925737	135.2			
T	41.570134381	2.255928779	135.3			
T	41.570159170	2.255936857	135.4			
T	41.570175520	2.255942675	135.5			
T	41.570195727	2.255949180	135.6			
T	41.570211320	2.255956083	135.7			
T	41.570225256	2.255962341	135.7			
T	41.570236457	2.255966931	135.8			
T	41.570248434	2.255973049	135.8			
T	41.570259456	2.255980017	135.9			
T	41.570273981	2.255987454	136.0			
T	41.570286905	2.255994837	136.0			
T	41.570298936	2.256002388	136.1			
T	41.570308614	2.256007314	136.2			
T	41.570319090	2.256014133	136.2			
T	41.570328736	2.256020008	136.2			
T	41.570340025	2.256028481	136.3			
T	41.570352620	2.256036607	136.3			
T	41.570360347	2.256042578	136.4			
T	41.570368743	2.256049158	136.4			
T	41.570377363	2.256056661	136.4			
T	41.570386717	2.256062714	136.5			
T	41.570394920	2.256069297	136.5			
T	41.570405153	2.256078136	136.5			
T	41.570415896	2.256087290	136.5			
T	41.570425256	2.256094942	136.6			
T	41.570433022	2.256101570	136.6			
T	41.570441349	2.256108578	136.6			
T	41.570450411	2.256116386	136.6			
T	41.570456123	2.256122910	136.6			
T	41.570462922	2.256127851	136.6			
T	41.570468118	2.256135178	136.7			
T	41.570475336	2.256140292	136.7			
T	41.570481499	2.256147024	136.7			
T	41.570486005	2.256154126	136.7			
T	41.570499658	2.256168466	136.8			
T	41.570512573	2.256181302	136.8			
T	41.570519646	2.256190889	136.8			
T	41.570531274	2.256203072	136.9			
T	41.570539332	2.256212902	136.9			
T	41.570547078	2.256222929	137.0			
T	41.570552429	2.256231402	137.0			
T	41.570559206	2.256240554	137.0			
T	41.570569041	2.256252242	137.0			
T	41.570578976	2.256266739	137.1			
T	41.570588672	2.256279718	137.1			
T	41.570594745	2.256290034	137.1			
T	41.570604419	2.256300959	137.2			
T	41.570612185	2.256313431	137.2			
T	41.570618687	2.256324970	137.2			
T	41.570628571	2.256340704	137.3			
T	41.570636595	2.256353404	137.3			
T	41.570643452	2.256363604	137.3			
T	41.570652512	2.256378319	137.3			
T	41.570656815	2.256388110	137.4			
T	41.570663864	2.256399695	137.4			
T	41.570672460	2.256415762	137.3			
T	41.570678837	2.256426235	137.3			
T	41.570682795	2.256437531	137.3			
T	41.570688500	2.256451263	137.3			
T	41.570695510	2.256463044	137.2			
T	41.570698140	2.256471381	137.2			
T	41.570703517	2.256479306	137.2			
T	41.570706384	2.256488520	137.2			
T	41.570710953	2.256497062	137.2			
T	41.570715742	2.256505050	137.2			
T	41.570724912	2.256526374	137.1			
T	41.570732778	2.256544277	137.1			
T	41.570740261	2.256563907	137.0			
T	41.570745496	2.256572347	137.0			
T	41.570749521	2.256581602	137.0			
T	41.570753139	2.256591887	137.0			
T	41.570758537	2.256603087	137.0			
T	41.570762875	2.256615687	136.9			
T	41.570766645	2.256625285	136.9			
T	41.570768511	2.256633036	136.9			
T	41.570772624	2.256640426	136.9			
T	41.570775101	2.256649233	136.9			
T	41.570778078	2.256656701	136.8			
T	41.570781554	2.256665459	136.8			
T	41.570784348	2.256671752	136.8			
T	41.570787142	2.256679916	136.8			
T	41.570788635	2.256686144	136.8			
T	41.570791375	2.256698118	136.8			
T	41.570796556	2.256707457	136.8			
T	41.570804800	2.256726079	136.8			
T	41.570810954	2.256745569	136.8			
T	41.570817249	2.256765264	136.8			
T	41.570826706	2.256785142	136.9			
T	41.570834295	2.256804678	137.0			
T	41.570840988	2.256822592	137.0			
T	41.570848207	2.256841745	137.0			
T	41.570852190	2.256857107	137.0			
T	41.570858461	2.256875048	137.0			
T	41.570865667	2.256888337	137.0			
T	41.570872736	2.256908060	137.0			
T	41.570877472	2.256920625	137.0			
T	41.570880469	2.256931792	137.0			
T	41.570884238	2.256941630	137.0			
T	41.570886699	2.256950976	137.0			
T	41.570892240	2.256961785	137.0			
T	41.570898717	2.256975866	136.9			
T	41.570903857	2.256990904	136.9			
T	41.570918416	2.257026232	136.8			
T	41.570928831	2.257053730	136.7			
T	41.570937888	2.257073758	136.7			
T	41.570942606	2.257084825	136.7			
T	41.570948610	2.257103431	136.7			
T	41.570957601	2.257120513	136.7			
T	41.570962497	2.257137171	136.6			
T	41.570966968	2.257153060	136.6			
T	41.570971216	2.257167984	136.6			
T	41.570980560	2.257188664	136.6			
T	41.570988193	2.257206789	136.6			
T	41.570996407	2.257222580	136.6			
T	41.571002164	2.257239020	136.5			
T	41.571007230	2.257256848	136.5			
T	41.571015999	2.257275498	136.4			
T	41.571022315	2.257291213	136.4			
T	41.571028795	2.257311325	136.3			
T	41.571035122	2.257324331	136.3			
T	41.571041061	2.257341577	136.2			
T	41.571049718	2.257359405	136.2			
T	41.571056732	2.257375691	136.1			
T	41.571061504	2.257391488	136.1			
T	41.571069789	2.257410777	136.1			
T	41.571077276	2.257428504	136.0			
T	41.571082676	2.257444690	136.0			
T	41.571088627	2.257462256	136.0			
T	41.571096034	2.257478865	136.0			
T	41.571101034	2.257496709	135.9			
T	41.571109117	2.257514835	136.0			
T	41.571113760	2.257529193	136.0			
T	41.571119864	2.257548257	136.0			
T	41.571126560	2.257562993	136.0			
T	41.571134310	2.257581882	136.0			
T	41.571139648	2.257598573	136.0			
T	41.571146327	2.257616311	136.0			
T	41.571154656	2.257632012	136.0			
T	41.571162156	2.257653913	136.0			
T	41.571163951	2.257668530	136.0			
T	41.571176176	2.257690760	136.0			
T	41.571187084	2.257718916	136.0			
T	41.571193017	2.257735076	136.0			
T	41.571201605	2.257753119	136.0			
T	41.571207116	2.257767269	136.0			
T	41.571215223	2.257787678	136.0			
T	41.571222226	2.257805103	135.9			
T	41.571227168	2.257823614	135.9			
T	41.571232386	2.257838845	135.9			
T	41.571240705	2.257855099	135.9			
T	41.571245532	2.257871016	135.8			
T	41.571258328	2.257907601	135.8			
T	41.571265871	2.257932769	135.8			
T	41.571276267	2.257951275	135.7			
T	41.571283113	2.257970736	135.7			
T	41.571286223	2.257985376	135.7			
T	41.571292069	2.257998846	135.7			
T	41.571298383	2.258015722	135.7			
T	41.571302115	2.258030602	135.7			
T	41.571311579	2.258072068	135.7			
T	41.571332590	2.258120486	135.6			
T	41.571350329	2.258165018	135.6			
T	41.571369814	2.258208099	135.8			
T	41.571381468	2.258243000	135.9			
T	41.571396901	2.258280890	136.0			
T	41.571412634	2.258324758	135.9			
T	41.571419414	2.258346029	135.8			
T	41.571439690	2.258389712	135.7			
T	41.571457369	2.258431777	135.5			
T	41.571463537	2.258470895	135.4			
T	41.571486055	2.258515545	135.2			
T	41.571502135	2.258559523	135.1			
T	41.571520698	2.258604563	135.0			
T	41.571536737	2.258645836	135.0			
T	41.571550541	2.258687097	135.0			
T	41.571565199	2.258727392	135.0			
T	41.571580537	2.258764359	135.0			
T	41.571592745	2.258793950	135.0			
T	41.571605113	2.258831939	135.0			
T	41.571620616	2.258868004	135.0			
T	41.571634750	2.258902702	135.0			
T	41.571658321	2.258967346	135.0			
T	41.571680391	2.259028712	135.1			
T	41.571697051	2.259078291	135.2			
T	41.571718399	2.259128969	135.1			
T	41.571740082	2.259179850	135.0			
T	41.571757821	2.259231449	134.9			
T	41.571775450	2.259271620	134.9			
T	41.571788635	2.259307217	134.8			
T	41.571802838	2.259343975	134.7			
T	41.571819643	2.259388884	134.6			
T	41.571831712	2.259420853	134.5			
T	41.571847428	2.259456455	134.3			
T	41.571856399	2.259483580	134.3			
T	41.571864407	2.259502485	134.2			
T	41.571875149	2.259534732	134.2			
T	41.571884509	2.259560301	134.1			
T	41.571900663	2.259593407	134.1			
T	41.571908252	2.259624493	134.0			
T	41.571918507	2.259650738	134.0			
T	41.571928567	2.259675854	134.0			
T	41.571937494	2.259700782	134.0			
T	41.571950712	2.259729382	134.1			
T	41.571953830	2.259750090	134.2			
T	41.572005651	2.259879401	134.8			
T	41.572022815	2.259916370	134.9			
T	41.572034298	2.259950212	134.9			
T	41.572047428	2.259982964	134.8			
T	41.572060896	2.260018679	134.8			
T	41.572074917	2.260059483	134.6			
T	41.572085783	2.260086680	134.5			
T	41.572097698	2.260118918	134.4			
T	41.572114861	2.260167965	134.1			
T	41.572132339	2.260210699	133.8			
T	41.572147420	2.260252465	133.5			
T	41.572168941	2.260299992	133.1			
T	41.572182439	2.260344863	133.0			
T	41.572202753	2.260394700	132.9			
T	41.572222249	2.260443185	133.0			
T	41.572243489	2.260496444	133.2			
T	41.572256114	2.260544706	133.3			
T	41.572273163	2.260577730	133.3			
T	41.572288466	2.260612987	133.3			
T	41.572304344	2.260652915	133.3			
T	41.572319340	2.260690998	133.2			
T	41.572334437	2.260730016	133.0			
T	41.572345888	2.260766911	132.9			
T	41.572362717	2.260803275	132.7			
T	41.572385327	2.260864138	132.3			
T	41.572403079	2.260901727	132.2			
T	41.572416368	2.260943258	132.1			
T	41.572433262	2.260980036	132.0			
T	41.572451081	2.261022293	131.9			
T	41.572467264	2.261058043	131.9			
T	41.572484222	2.261100858	131.9			
T	41.572500960	2.261141484	132.0			
T	41.572512144	2.261172140	132.0			
T	41.572528182	2.261208380	132.1			
T	41.572543307	2.261237419	132.1			
T	41.572569895	2.261301752	132.1			
T	41.572581320	2.261333707	132.1			
T	41.572594010	2.261361458	132.0			
T	41.572608144	2.261391098	132.0			
T	41.572617900	2.261420170	132.0			
T	41.572624012	2.261444612	131.9			
T	41.572631056	2.261466011	131.9			
T	41.572642202	2.261488615	131.8			
T	41.572651645	2.261512049	131.8			
T	41.572663942	2.261536387	131.7			
T	41.572673188	2.261558895	131.6			
T	41.572680952	2.261580006	131.6			
T	41.572688110	2.261594624	131.5			
T	41.572692779	2.261607990	131.5			
T	41.572697758	2.261620726	131.4			
T	41.572704438	2.261633384	131.4			
T	41.572711157	2.261652393	131.3			
T	41.572717582	2.261666849	131.2			
T	41.572722660	2.261680636	131.2			
T	41.572728357	2.261692831	131.2			
T	41.572733298	2.261703789	131.1			
T	41.572740412	2.261719463	131.1			
T	41.572747138	2.261735611	131.2			
T	41.572752956	2.261748368	131.2			
T	41.572762107	2.261764150	131.3			
T	41.572769064	2.261778962	131.3			
T	41.572776152	2.261790834	131.4			
T	41.572782643	2.261800572	131.5			
T	41.572787470	2.261807191	131.5			
T	41.572790939	2.261812899	131.5			
T	41.572795015	2.261820598	131.5			
T	41.572801717	2.261826154	131.6			
T	41.572806062	2.261833226	131.6			
T	41.572812987	2.261839292	131.6			
T	41.572817046	2.261844500	131.6			
T	41.572822781	2.261851403	131.6			
T	41.572830558	2.261858531	131.6			
T	41.572836634	2.261863076	131.6			
T	41.572843315	2.261867609	131.6			
T	41.572850807	2.261871845	131.6			
T	41.572856675	2.261875995	131.6			
T	41.572863443	2.261879862	131.6			
T	41.572870428	2.261883337	131.6			
T	41.572876451	2.261886585	131.6			
T	41.572884459	2.261890001	131.6			
T	41.572891965	2.261892991	131.6			
T	41.572897490	2.261894528	131.5			
T	41.572905446	2.261898052	131.5			
T	41.572914233	2.261899968	131.5			
T	41.572920948	2.261902326	131.5			
T	41.572927321	2.261902155	131.5			
T	41.572935108	2.261903888	131.5			
T	41.572941075	2.261903505	131.4			
T	41.572949757	2.261904696	131.4			
T	41.572956081	2.261903506	131.4			
T	41.572965615	2.261903923	131.4			
T	41.572977327	2.261902180	131.3			
T	41.572985760	2.261900960	131.3			
T	41.572993730	2.261899733	131.3			
T	41.573002190	2.261897673	131.3			
T	41.573009032	2.261895484	131.3			
T	41.573014970	2.261893620	131.3			
T	41.573023367	2.261892178	131.3			
T	41.573029584	2.261887359	131.3			
T	41.573037853	2.261883632	131.3			
T	41.573042315	2.261879718	131.3			
T	41.573049986	2.261876184	131.3			
T	41.573056300	2.261871646	131.3			
T	41.573062980	2.261866461	131.3			
T	41.573068144	2.261862593	131.3			
T	41.573074314	2.261857049	131.3			
T	41.573081680	2.261852902	131.3			
T	41.573088423	2.261846534	131.3			
T	41.573092548	2.261840977	131.3			
T	41.573098394	2.261834716	131.3			
T	41.573104610	2.261827694	131.3			
T	41.573109415	2.261820982	131.4			
T	41.573113568	2.261816560	131.4			
T	41.573120137	2.261807554	131.4			
T	41.573125670	2.261800047	131.4			
T	41.573130760	2.261792304	131.4			
T	41.573135788	2.261785605	131.4			
T	41.573140954	2.261776481	131.4			
T	41.573152334	2.261765054	131.4			
T	41.573163655	2.261745712	131.4			
T	41.573176976	2.261727732	131.4			
T	41.573186471	2.261705043	131.5			
T	41.573196167	2.261683956	131.5			
T	41.573206767	2.261662779	131.5			
T	41.573218071	2.261635878	131.5			
T	41.573230453	2.261612970	131.6			
T	41.573238910	2.261592166	131.6			
T	41.573239764	2.261588710	131.6			
T	41.573245035	2.261567412	131.7			
T	41.573245463	2.261565686	131.7			
T	41.573252773	2.261537048	131.8			
T	41.573261637	2.261513862	131.8			
T	41.573270886	2.261487917	131.9			
T	41.573275828	2.261471342	131.9			
T	41.573279451	2.261444130	132.0			
T	41.573288875	2.261413511	132.1			
T	41.573293545	2.261392919	132.1			
T	41.573299220	2.261369694	132.2			
T	41.573299699	2.261342833	132.3			
T	41.573306647	2.261315782	132.3			
T	41.573312687	2.261296417	132.4			
T	41.573316774	2.261273113	132.5			
T	41.573319395	2.261245666	132.5			
T	41.573322088	2.261215558	132.6			
T	41.573326720	2.261190928	132.7			
T	41.573329054	2.261165067	132.8			
T	41.573327729	2.261126351	132.9			
T	41.573325018	2.261095726	133.0			
T	41.573329357	2.261063576	133.0			
T	41.573330059	2.261032225	133.0			
T	41.573329361	2.261005147	133.0			
T	41.573326469	2.260974465	133.0			
T	41.573327978	2.260952042	133.0			
T	41.573321035	2.260933390	133.0			
T	41.573318891	2.260911290	133.0			
T	41.573319059	2.260896397	133.0			
T	41.573319250	2.260883381	133.0			
T	41.573316466	2.260874812	133.1			
T	41.573313323	2.260854065	133.1			
T	41.573308536	2.260826633	133.1			
T	41.573304859	2.260801493	133.2			
T	41.573302862	2.260788518	133.3			
T	41.573299186	2.260771012	133.3			
T	41.573299054	2.260769525	133.4			
T	41.573296011	2.260755320	133.4			
T	41.573291475	2.260725240	133.5			
T	41.573283596	2.260702237	133.7			
T	41.573275363	2.260672946	133.8			
T	41.573263209	2.260645756	133.9			
T	41.573251658	2.260613492	134.1			
T	41.573243119	2.260584328	134.2			
T	41.573228845	2.260559133	134.4			
T	41.573214566	2.260522410	134.5			
T	41.573201730	2.260492859	134.7			
T	41.573188297	2.260460375	134.9			
T	41.573171469	2.260426809	135.0			
T	41.573154069	2.260391512	135.2			
T	41.573123265	2.260340290	135.5			
T	41.573119182	2.260334262	135.6			
T	41.573092634	2.260283603	135.8			
T	41.573062403	2.260232768	136.0			
T	41.573050233	2.260215001	136.0			
T	41.573041772	2.260201596	136.1			
T	41.573032963	2.260185766	136.1			
T	41.573021377	2.260167364	136.1			
T	41.573011939	2.260149080	136.2			
T	41.572998617	2.260133063	136.2			
T	41.572985280	2.260112352	136.3			
T	41.572972266	2.260088173	136.3			
T	41.572954326	2.260060402	136.4			
T	41.572939403	2.260036652	136.4			
T	41.572923925	2.260010288	136.5			
T	41.572911724	2.259986203	136.6			
T	41.572901969	2.259959345	136.7			
T	41.572886893	2.259930667	136.9			
T	41.572872320	2.259897824	137.0			
T	41.572859039	2.259861048	137.2			
T	41.572849726	2.259836508	137.3			
T	41.572847953	2.259809662	137.4			
T	41.572838595	2.259779265	137.6			
T	41.572837842	2.259754968	137.7			
T	41.572834707	2.259729803	137.8			
T	41.572826455	2.259701348	137.9			
T	41.572822096	2.259671328	138.0			
T	41.572816599	2.259634831	138.2			
T	41.572816992	2.259617794	138.2			
T	41.572815936	2.259601055	138.3			
T	41.572817429	2.259579653	138.4			
T	41.572820476	2.259556322	138.4			
T	41.572819388	2.259534562	138.5			
T	41.572819040	2.259512794	138.6			
T	41.572819668	2.259487346	138.7			
T	41.572820503	2.259463248	138.8			
T	41.572822990	2.259442689	138.8			
T	41.572825641	2.259425996	138.9			
T	41.572827223	2.259408787	139.0			
T	41.572833125	2.259388837	139.0			
T	41.572837903	2.259374676	139.1			
T	41.572843039	2.259348944	139.2			
T	41.572847701	2.259324511	139.3			
T	41.572853002	2.259308455	139.4			
T	41.572856937	2.259292370	139.4			
T	41.572860899	2.259275491	139.5			
T	41.572870537	2.259258278	139.6			
T	41.572872491	2.259238696	139.7			
T	41.572878481	2.259220234	139.7			
T	41.572885577	2.259203433	139.8			
T	41.572892878	2.259186152	139.9			
T	41.572902368	2.259165083	140.0			
T	41.572913795	2.259149892	140.1			
T	41.572924300	2.259128768	140.1			
T	41.572932933	2.259111281	140.2			
T	41.572942895	2.259094394	140.3			
T	41.572951303	2.259076420	140.3			
T	41.572964207	2.259058460	140.4			
T	41.572973130	2.259042580	140.4			
T	41.572983057	2.259026487	140.5			
T	41.572992889	2.259010709	140.6			
T	41.573005336	2.258999167	140.6			
T	41.573016760	2.258984684	140.7			
T	41.573025158	2.258975150	140.7			
T	41.573033241	2.258968717	140.7			
T	41.573040046	2.258959741	140.7			
T	41.573046076	2.258953391	140.8			
T	41.573053538	2.258945970	140.8			
T	41.573062213	2.258940195	140.8			
T	41.573071824	2.258931564	140.8			
T	41.573080133	2.258925310	140.9			
T	41.573087175	2.258917384	140.9			
T	41.573094879	2.258908740	140.9			
T	41.573102581	2.258901675	141.0			
T	41.573111156	2.258897101	141.0			
T	41.573120212	2.258891833	141.0			
T	41.573129221	2.258886477	141.0			
T	41.573129756	2.258886395	141.0			
T	41.573140920	2.258879963	141.0			
T	41.573150319	2.258874057	141.1			
T	41.573157735	2.258869994	141.1			
T	41.573164142	2.258865446	141.1			
T	41.573171105	2.258861123	141.1			
T	41.573180122	2.258856395	141.1			
T	41.573190090	2.258850920	141.1			
T	41.573200079	2.258847163	141.2			
T	41.573210529	2.258842148	141.2			
T	41.573221772	2.258836306	141.2			
T	41.573232700	2.258830937	141.2			
T	41.573247437	2.258829739	141.2			
T	41.573258176	2.258827086	141.2			
T	41.573258626	2.258826553	141.2			
T	41.573268705	2.258821910	141.2			
T	41.573282616	2.258816473	141.3			
T	41.573296854	2.258813789	141.3			
T	41.573309634	2.258812863	141.3			
T	41.573322157	2.258809085	141.3			
T	41.573333096	2.258809154	141.3			
T	41.573347225	2.258806601	141.3			
T	41.573358384	2.258806290	141.4			
T	41.573368901	2.258805996	141.4			
T	41.573380132	2.258804982	141.4			
T	41.573390917	2.258803898	141.4			
T	41.573402411	2.258805787	141.5			
T	41.573413031	2.258804999	141.5			
T	41.573424311	2.258806010	141.5			
T	41.573432205	2.258805836	141.5			
T	41.573441508	2.258808343	141.6			
T	41.573450658	2.258808792	141.6			
T	41.573456902	2.258810764	141.6			
T	41.573469671	2.258813233	141.6			
T	41.573482016	2.258815146	141.7			
T	41.573490670	2.258816601	141.7			
T	41.573500620	2.258819456	141.7			
T	41.573511052	2.258822278	141.7			
T	41.573522321	2.258825584	141.8			
T	41.573534663	2.258828857	141.8			
T	41.573544572	2.258832684	141.8			
T	41.573555452	2.258837966	141.8			
T	41.573567273	2.258844632	141.9			
T	41.573576189	2.258847770	141.9			
T	41.573586474	2.258851917	141.9			
T	41.573599861	2.258859952	142.0			
T	41.573615462	2.258869027	142.0			
T	41.573629559	2.258875462	142.1			
T	41.573640089	2.258882638	142.1			
T	41.573649962	2.258888531	142.1			
T	41.573663917	2.258896448	142.2			
T	41.573675042	2.258905179	142.2			
T	41.573689126	2.258914438	142.2			
T	41.573696608	2.258923287	142.2			
T	41.573705142	2.258931891	142.2			
T	41.573714982	2.258941079	142.2			
T	41.573723225	2.258948334	142.2			
T	41.573731077	2.258958812	142.2			
T	41.573738290	2.258964580	142.2			
T	41.573746849	2.258971272	142.2			
T	41.573752005	2.258979758	142.2			
T	41.573764017	2.258990658	142.2			
T	41.573767845	2.258994423	142.2			
T	41.573773230	2.259000340	142.2			
T	41.573775553	2.259005321	142.2			
T	41.573781372	2.259012308	142.2			
T	41.573787529	2.259021678	142.2			
T	41.573791853	2.259027685	142.2			
T	41.573798005	2.259036366	142.1			
T	41.573802053	2.259043608	142.1			
T	41.573809183	2.259051403	142.1			
T	41.573811684	2.259058322	142.1			
T	41.573818242	2.259065545	142.1			
T	41.573824328	2.259079165	142.1			
T	41.573833037	2.259093489	142.1			
T	41.573845534	2.259109453	142.1			
T	41.573853555	2.259124788	142.0			
T	41.573863740	2.259140127	142.0			
T	41.573873144	2.259154491	142.0			
T	41.573881420	2.259167860	142.0			
T	41.573889922	2.259184454	142.0			
T	41.573900276	2.259197448	142.0			
T	41.573908931	2.259211817	142.1			
T	41.573918445	2.259228675	142.1			
T	41.573926331	2.259241554	142.1			
T	41.573935292	2.259256569	142.1			
T	41.573945320	2.259271545	142.1			
T	41.573954757	2.259286450	142.1			
T	41.573964791	2.259303848	142.1			
T	41.573973511	2.259319229	142.1			
T	41.573982072	2.259331074	142.1			
T	41.573990836	2.259345195	142.1			
T	41.573999712	2.259362614	142.1			
T	41.574009787	2.259376219	142.1			
T	41.574019206	2.259391107	142.1			
T	41.574027971	2.259407173	142.1			
T	41.574037686	2.259420447	142.0			
T	41.574047846	2.259436642	142.0			
T	41.574055705	2.259450141	142.0			
T	41.574065850	2.259465972	142.0			
T	41.574073926	2.259479634	142.0			
T	41.574083785	2.259494929	141.9			
T	41.574092881	2.259510425	141.9			
T	41.574100509	2.259526028	141.9			
T	41.574109489	2.259539456	141.9			
T	41.574119862	2.259556179	141.9			
T	41.574128293	2.259571532	141.9			
T	41.574138062	2.259585817	141.9			
T	41.574147400	2.259599483	142.0			
T	41.574156222	2.259615573	142.0			
T	41.574165612	2.259628613	142.0			
T	41.574176036	2.259646123	142.1			
T	41.574183437	2.259659864	142.1			
T	41.574192772	2.259672142	142.1			
T	41.574203545	2.259690510	142.2			
T	41.574210872	2.259705369	142.2			
T	41.574219680	2.259717654	142.2			
T	41.574231191	2.259734495	142.2			
T	41.574238996	2.259747960	142.1			
T	41.574250557	2.259764340	142.1			
T	41.574257179	2.259778539	142.1			
T	41.574267691	2.259794273	142.0			
T	41.574275200	2.259807967	142.0			
T	41.574284894	2.259822649	141.9			
T	41.574292606	2.259837069	141.9			
T	41.574303699	2.259852530	141.8			
T	41.574312645	2.259868920	141.7			
T	41.574322385	2.259883320	141.7			
T	41.574330084	2.259894841	141.6			
T	41.574339429	2.259909829	141.5			
T	41.574348516	2.259923318	141.5			
T	41.574358513	2.259940580	141.4			
T	41.574367603	2.259955807	141.3			
T	41.574375891	2.259968881	141.2			
T	41.574385523	2.259982780	141.1			
T	41.574395570	2.260001122	141.0			
T	41.574403360	2.260013237	141.0			
T	41.574413234	2.260029048	140.9			
T	41.574420638	2.260042617	140.8			
T	41.574430788	2.260059774	140.8			
T	41.574442323	2.260073968	140.7			
T	41.574450271	2.260086603	140.8			
T	41.574458341	2.260102678	140.8			
T	41.574468433	2.260118024	140.9			
T	41.574477851	2.260132140	140.9			
T	41.574488351	2.260147173	140.9			
