latitude (deg),longitude (deg),altitude (m)
41.56844766,2.254860406,0
41.56844089,2.254879697,0
41.5684306,2.254906724,0
41.56842091,2.254933315,0
41.56840657,2.254961395,0
41.56839168,2.254987741,0
41.5683778,2.255024328,0
41.56836369,2.255051212,0
41.56835028,2.255069056,0
41.56833406,2.255085037,0
41.56832183,2.255112602,0
41.5683073,2.255133298,0
41.56828964,2.25516146,0
41.56827616,2.255177742,0
41.5682573,2.255201462,0
41.56823959,2.255216686,0
41.56822806,2.255236772,0
41.56820993,2.255245552,0
41.56819201,2.255267054,0
41.56816479,2.255282117,0
41.56815018,2.255299332,0
41.56812453,2.255318295,0
41.56810425,2.255332751,0
41.56807915,2.255348836,0
41.56805791,2.255363004,0
41.56803715,2.255379122,0
41.56801293,2.255386957,0
41.56798393,2.255398047,0
41.56796456,2.25540241,0
41.56794574,2.255413379,0
41.56792568,2.255415381,0
41.56790592,2.255423275,0
41.56788655,2.255424687,0
41.56786941,2.255434683,0
41.56784231,2.255439388,0
41.56781919,2.25543792,0
41.56779065,2.255440736,0
41.56776089,2.255448886,0
41.56773855,2.255449774,0
41.56770916,2.255452282,0
41.56767365,2.255452583,0
41.56765291,2.255455977,0
41.56762199,2.255453019,0
41.56760065,2.255450684,0
41.56756878,2.255447454,0
41.5675354,2.255439253,0
41.5675028,2.255433616,0
41.56746781,2.255422491,0
41.56743339,2.255412172,0
41.56739123,2.25540094,0
41.56735188,2.255377202,0
41.56729291,2.255359187,0
41.56725767,2.255332798,0
41.56721691,2.255318909,0
41.56718848,2.255301407,0
41.56714996,2.255270695,0
41.5670978,2.255232352,0
41.56707065,2.255208568,0
41.56704841,2.255186751,0
41.5670256,2.255167731,0
41.56700071,2.255149898,0
41.56697323,2.255126533,0
41.56694714,2.255104553,0
41.56691677,2.255079581,0
41.56689233,2.255059,0
41.5668663,2.255038286,0
41.56683879,2.255011851,0
41.56680783,2.254983818,0
41.5667618,2.254952631,0
41.56674618,2.254935056,0
41.56672501,2.254914781,0
41.56669933,2.254892937,0
41.56667121,2.254868279,0
41.56664637,2.254850296,0
41.56662374,2.254827728,0
41.56659893,2.254807771,0
