latitude,longitude,altitude (m)
45.63063357,9.291853122,0
45.63063617,9.29187126,0
45.63063755,9.291881893,0
45.63063894,9.291895556,0
45.6306408,9.29190922,0
45.63064173,9.29192441,0
45.63064451,9.291939462,0
45.63064546,9.291955262,0
45.63064793,9.291974951,0
45.63065193,9.291992251,0
45.63065414,9.292018094,0
45.6306618,9.292083975,0
45.63067106,9.292135792,0
45.63067964,9.292186423,0
45.63068466,9.292229724,0
45.63069386,9.292278319,0
45.63069869,9.292317606,0
45.63070749,9.292358402,0
45.63071399,9.292397021,0
45.63072509,9.292464041,0
45.63073381,9.292512924,0
45.63074412,9.292561388,0
45.63075434,9.292625981,0
45.63076386,9.292667578,0
45.63077313,9.29272596,0
45.63078459,9.292780908,0
45.63081463,9.292902708,0
45.63083593,9.292984011,0
45.63086034,9.293076838,0
45.63087635,9.293160963,0
45.63089445,9.293228534,0
45.63090734,9.293291341,0
45.63092352,9.293362655,0
45.63095566,9.293495389,0
45.63098072,9.293603322,0
45.63100826,9.293712727,0
45.63103749,9.293844447,0
45.63106898,9.293964816,0
45.63109548,9.29409028,0
45.63111426,9.294171293,0
45.63113834,9.294272267,0
45.63116307,9.294373358,0
45.63118222,9.29445979,0
45.63120056,9.294542105,0
45.63122009,9.294627394,0
45.63123701,9.29470234,0
45.63125202,9.294760779,0
45.63126499,9.29481516,0
45.63127882,9.294878784,0
45.63128555,9.294914698,0
45.63129542,9.294954313,0
45.63130646,9.294997852,0
45.63131993,9.295048792,0
45.63133025,9.295095072,0
45.6313426,9.295151418,0
45.63135475,9.295203501,0
45.63136408,9.295248101,0
45.63137535,9.29530288,0
45.63138682,9.29535556,0
45.63139793,9.295413041,0
45.63140853,9.295481553,0
45.63141491,9.295544645,0
45.63141754,9.295607763,0
45.631418,9.295676885,0
45.63141343,9.295741604,0
45.63140905,9.295787674,0
45.63140474,9.295822145,0
45.6313988,9.295861269,0
45.63138997,9.295912035,0
45.63138052,9.2959534,0
45.63137105,9.295990576,0
45.63135872,9.296028713,0
45.63135147,9.29606015,0
45.63134199,9.296087743,0
45.63133117,9.296116799,0
45.63132164,9.296142716,0
45.63131098,9.29616651,0
45.63129517,9.296197811,0
45.63127638,9.296235742,0
45.63126082,9.296268468,0
45.63124653,9.296289496,0
45.63122334,9.296325587,0
45.63120378,9.296354563,0
45.6311818,9.296383899,0
45.63116309,9.296408155,0
45.63114002,9.296435949,0
45.63111818,9.296457838,0
45.63109936,9.296481174,0
45.63107229,9.296503603,0
45.63104653,9.296525286,0
45.63102082,9.296544458,0
45.6309973,9.296562341,0
45.63096921,9.296579337,0
45.63094625,9.296592338,0
45.63092142,9.29660338,0
45.63090355,9.296611233,0
45.63088504,9.296618433,0
45.63086793,9.29662638,0
45.63085422,9.29663399,0
45.63083999,9.296642059,0
45.63082232,9.296648885,0
45.63080844,9.296652625,0
45.63079334,9.296656573,0
45.63076247,9.296661495,0
45.63073444,9.29666734,0
45.63070504,9.296672244,0
45.63067482,9.296676241,0
45.63064341,9.296679402,0
45.630615,9.296683552,0
45.63059002,9.296686022,0
45.63056342,9.296690978,0
45.63054369,9.296693634,0
45.63051726,9.296697912,0
45.63048028,9.296701697,0
45.63045385,9.296702926,0
45.6304224,9.296708315,0
45.63039005,9.296712444,0
45.63036114,9.296715267,0
45.63033763,9.296718209,0
45.63031728,9.29672149,0
45.63029861,9.296726045,0
45.63026237,9.296730445,0
45.63022959,9.296733412,0
45.63019173,9.296737693,0
45.63016096,9.296743064,0
45.63013558,9.296746199,0
45.63011078,9.296749272,0
45.63008113,9.296754201,0
45.63004764,9.296757395,0
45.63001695,9.296762029,0
45.62998724,9.296765141,0
45.62995933,9.296767966,0
45.62993347,9.29677004,0
45.62990712,9.296774251,0
45.6298793,9.296775225,0
45.6298556,9.296774858,0
45.62982965,9.296775594,0
45.62980522,9.296776597,0
45.62978128,9.296776308,0
45.62974532,9.296780831,0
45.62969256,9.296788194,0
45.62963699,9.296794586,0
45.62958868,9.296800675,0
45.62954739,9.296806956,0
45.62951461,9.296810393,0
45.62948684,9.296812498,0
45.62946455,9.296818713,0
45.62944131,9.296819848,0
45.62942008,9.296823307,0
45.6293955,9.296828102,0
45.62934355,9.296835885,0
45.62927874,9.296840679,0
45.62922932,9.296848551,0
45.62917977,9.296855702,0
45.62912876,9.296862105,0
45.62907898,9.296868795,0
45.62902984,9.29687287,0
45.62898498,9.296881,0
45.62893458,9.296886021,0
45.62886743,9.296895378,0
45.62880682,9.296907057,0
45.62874785,9.296912289,0
45.62870455,9.296920462,0
45.62865677,9.296925107,0
45.62861117,9.296926286,0
45.62857339,9.296924294,0
45.62854659,9.296916727,0
45.62853359,9.296911581,0
45.62851713,9.296907305,0
45.62849764,9.296900096,0
45.62848539,9.296892862,0
45.62847222,9.296885983,0
45.62846106,9.296878945,0
45.62845137,9.29687215,0
45.62844395,9.296865487,0
45.62843303,9.29685889,0
45.62842196,9.296849719,0
45.62841412,9.296840204,0
45.62840577,9.296832736,0
45.62839693,9.296823682,0
45.62838937,9.296813649,0
45.62838206,9.296805876,0
45.62837536,9.296797901,0
45.6283693,9.296790044,0
45.62836257,9.296781232,0
45.62834979,9.296763221,0
45.62833951,9.296744005,0
45.62832833,9.296726021,0
45.62831869,9.296710355,0
45.62830632,9.296694623,0
45.6282964,9.29667657,0
45.62828741,9.296657873,0
45.62827891,9.296634738,0
45.62826942,9.296613224,0
45.62826117,9.296590145,0
45.62825108,9.296564707,0
45.62824115,9.296540019,0
45.62822643,9.296505902,0
45.62821447,9.296475079,0
45.62820504,9.296448888,0
45.62819512,9.296424919,0
45.62818431,9.29639945,0
45.62817387,9.296371287,0
45.62816525,9.296344608,0
45.6281527,9.296307721,0
45.62813109,9.296248476,0
45.62810485,9.296186783,0
45.62808425,9.296133546,0
45.62806631,9.29608204,0
45.62804835,9.296036285,0
45.62802531,9.295981295,0
45.62800565,9.295933387,0
45.62798763,9.295886912,0
45.62796787,9.295835946,0
45.62795236,9.295793525,0
45.62793801,9.295755754,0
45.62792354,9.29572155,0
45.62791167,9.295694841,0
45.62788581,9.295624671,0
45.6278605,9.295562005,0
45.62783879,9.295506846,0
45.62781753,9.295440645,0
