type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	45.622084426	9.285861118	185.0			
T	45.622069045	9.285859820	185.0			
T	45.622054538	9.285858149	185.0			
T	45.622036822	9.285854681	185.0			
T	45.622014804	9.285850767	185.0			
T	45.621996417	9.285847643	185.0			
T	45.621978500	9.285843498	185.0			
T	45.621965252	9.285839787	185.0			
T	45.621948364	9.285835347	185.0			
T	45.621928761	9.285828424	185.0			
T	45.621911483	9.285822206	185.0			
T	45.621892774	9.285813862	185.0			
T	45.621876639	9.285806401	185.0			
T	45.621860840	9.285800097	185.0			
T	45.621843847	9.285790219	185.0			
T	45.621826043	9.285781853	185.0			
T	45.621810954	9.285773466	185.0			
T	45.621797466	9.285765697	185.0			
T	45.621787426	9.285759994	185.0			
T	45.621779394	9.285753605	185.0			
T	45.621768906	9.285747064	185.0			
T	45.621763556	9.285743590	185.0			
T	45.621754237	9.285737913	185.0			
T	45.621745340	9.285731570	185.0			
T	45.621737036	9.285725237	185.0			
T	45.621729938	9.285719467	185.0			
T	45.621720347	9.285712610	185.0			
T	45.621712439	9.285706028	185.0			
T	45.621701974	9.285699829	185.0			
T	45.621695456	9.285695672	185.0			
T	45.621689264	9.285688908	185.0			
T	45.621681578	9.285684112	185.0			
T	45.621671647	9.285676470	185.0			
T	45.621664947	9.285671224	185.0			
T	45.621657653	9.285663528	185.0			
T	45.621652905	9.285658572	185.0			
T	45.621642669	9.285650481	185.0			
T	45.621633926	9.285641768	185.0			
T	45.621627366	9.285634167	185.0			
T	45.621622943	9.285630303	185.0			
T	45.621614557	9.285622354	185.0			
T	45.621608163	9.285614543	185.0			
T	45.621600375	9.285608052	185.0			
T	45.621592465	9.285598105	185.0			
T	45.621585691	9.285589402	185.0			
T	45.621578823	9.285582652	185.0			
T	45.621569682	9.285574868	185.0			
T	45.621564155	9.285567007	185.0			
T	45.621556052	9.285557135	185.0			
T	45.621549829	9.285549018	185.0			
T	45.621544699	9.285541796	185.0			
T	45.621540070	9.285537391	185.0			
T	45.621534753	9.285528749	185.0			
T	45.621527025	9.285520545	185.0			
T	45.621519370	9.285511553	185.0			
T	45.621513218	9.285502617	185.0			
T	45.621507361	9.285494778	185.0			
T	45.621500859	9.285484107	185.0			
T	45.621493569	9.285474376	185.0			
T	45.621486835	9.285465004	185.0			
T	45.621478760	9.285453255	185.0			
T	45.621474070	9.285444738	185.0			
T	45.621466776	9.285435010	185.0			
T	45.621461089	9.285424069	185.0			
T	45.621454692	9.285415205	185.0			
T	45.621450028	9.285406463	185.0			
T	45.621444722	9.285395893	185.0			
T	45.621441777	9.285387945	185.0			
T	45.621436312	9.285377409	185.0			
T	45.621430969	9.285366128	185.0			
T	45.621424569	9.285358352	185.0			
T	45.621416157	9.285343804	185.0			
T	45.621410313	9.285332701	185.0			
T	45.621398186	9.285309746	185.0			
T	45.621389928	9.285291389	185.0			
T	45.621382041	9.285275154	185.0			
T	45.621372407	9.285257018	185.0			
T	45.621364392	9.285239542	185.0			
T	45.621357818	9.285225265	185.0			
T	45.621348186	9.285207575	185.0			
T	45.621339899	9.285187956	185.0			
T	45.621331403	9.285174071	185.0			
T	45.621325640	9.285163091	185.0			
T	45.621318031	9.285152786	185.0			
T	45.621313886	9.285141878	185.0			
T	45.621306056	9.285131549	185.0			
T	45.621300103	9.285123766	185.0			
T	45.621294322	9.285114311	185.0			
T	45.621289280	9.285108409	185.0			
T	45.621280774	9.285094779	185.0			
T	45.621270832	9.285083280	185.0			
T	45.621260087	9.285071874	185.0			
T	45.621249366	9.285061113	185.0			
T	45.621238953	9.285051003	185.0			
T	45.621230000	9.285043530	185.0			
T	45.621221071	9.285034545	185.0			
T	45.621211259	9.285027702	185.0			
T	45.621200960	9.285019045	185.0			
T	45.621191456	9.285012722	185.0			
T	45.621182398	9.285005890	185.0			
T	45.621173682	9.285000909	185.0			
T	45.621162681	9.284994956	185.0			
T	45.621154138	9.284989848	185.0			
T	45.621147130	9.284985462	185.0			
T	45.621140964	9.284983017	185.0			
T	45.621134505	9.284979698	185.0			
T	45.621119001	9.284971408	185.0			
T	45.621099323	9.284962120	185.0			
T	45.621083364	9.284956393	184.9			
T	45.621066085	9.284950216	184.8			
T	45.621048472	9.284942681	184.8			
T	45.621035070	9.284937843	184.7			
T	45.621021417	9.284933968	184.7			
T	45.621005615	9.284926897	184.6			
T	45.620993277	9.284922770	184.6			
T	45.620985092	9.284921635	184.5			
T	45.620975459	9.284918126	184.5			
T	45.620967120	9.284916244	184.5			
T	45.620931494	9.284902629	184.4			
T	45.620907170	9.284894460	184.3			
T	45.620877305	9.284891329	184.2			
T	45.620854126	9.284888617	184.1			
T	45.620828664	9.284882575	184.0			
T	45.620798398	9.284878622	184.0			
T	45.620775135	9.284874362	184.0			
T	45.620747801	9.284869515	184.0			
T	45.620717044	9.284864437	184.0			
T	45.620659920	9.284855955	184.0			
T	45.620618454	9.284848505	184.0			
T	45.620587422	9.284844041	184.0			
T	45.620560629	9.284839597	184.0			
T	45.620536792	9.284835630	184.0			
T	45.620509477	9.284830759	184.0			
T	45.620489031	9.284827855	184.0			
T	45.620470589	9.284825233	184.0			
T	45.620448170	9.284822534	184.0			
T	45.620428933	9.284819635	184.0			
T	45.620398360	9.284815481	184.0			
T	45.620368575	9.284811064	184.0			
T	45.620342600	9.284806853	184.0			
T	45.620312017	9.284802455	184.0			
T	45.620283268	9.284797936	184.0			
T	45.620256724	9.284794034	183.9			
T	45.620232090	9.284788342	183.8			
T	45.620210232	9.284784831	183.8			
T	45.620182114	9.284780092	183.7			
T	45.620154526	9.284775356	183.6			
T	45.620128792	9.284770939	183.5			
T	45.620100615	9.284767718	183.4			
T	45.620076096	9.284762940	183.3			
T	45.620053520	9.284759503	183.2			
T	45.620028777	9.284754208	183.1			
T	45.620006717	9.284751281	183.0			
T	45.619967304	9.284743106	183.0			
T	45.619928957	9.284737972	183.0			
T	45.619885813	9.284733375	183.0			
T	45.619850491	9.284730853	183.0			
T	45.619795430	9.284727708	183.0			
T	45.619756680	9.284725688	183.0			
T	45.619713020	9.284717818	183.0			
T	45.619663826	9.284708006	183.0			
T	45.619609376	9.284703324	183.0			
T	45.619556218	9.284692423	183.0			
T	45.619508783	9.284684361	183.0			
T	45.619444007	9.284671918	183.0			
T	45.619398099	9.284665599	183.0			
T	45.619348758	9.284659084	183.0			
T	45.619294066	9.284647651	183.0			
T	45.619230229	9.284638636	183.0			
T	45.619179521	9.284631554	183.0			
T	45.619117220	9.284617737	182.8			
T	45.619071017	9.284612597	182.7			
T	45.619024155	9.284605116	182.5			
T	45.618980548	9.284596939	182.3			
T	45.618927634	9.284589195	182.1			
T	45.618881402	9.284582392	182.0			
T	45.618844622	9.284575462	182.0			
T	45.618804465	9.284572767	182.0			
T	45.618770481	9.284566727	182.0			
T	45.618735090	9.284559823	182.0			
T	45.618618470	9.284542306	182.0			
T	45.618575690	9.284537887	182.0			
T	45.618533626	9.284532331	182.0			
T	45.618489140	9.284526411	182.0			
T	45.618448596	9.284516136	182.0			
T	45.618405528	9.284509290	182.0			
T	45.618370221	9.284501605	182.0			
T	45.618329413	9.284497640	182.0			
T	45.618297730	9.284493023	182.0			
T	45.618265195	9.284487576	182.0			
T	45.618228238	9.284481086	182.0			
T	45.618198525	9.284477952	182.0			
T	45.618168930	9.284474672	182.0			
T	45.618139716	9.284468413	182.0			
T	45.618113014	9.284465919	182.0			
T	45.618048042	9.284455749	182.0			
T	45.617982150	9.284443400	182.0			
T	45.617913669	9.284435365	182.0			
T	45.617842116	9.284424672	182.0			
T	45.617781038	9.284416251	182.0			
T	45.617729975	9.284408306	182.0			
T	45.617679485	9.284400569	181.9			
T	45.617640159	9.284394444	181.9			
T	45.617544559	9.284379548	181.8			
T	45.617440635	9.284365630	181.6			
T	45.617341892	9.284349842	181.3			
T	45.617252827	9.284339383	181.1			
T	45.617182301	9.284326306	181.0			
T	45.617113916	9.284315688	181.0			
T	45.617058908	9.284308047	181.0			
T	45.617012528	9.284300223	181.0			
T	45.616937377	9.284288866	181.0			
T	45.616869311	9.284280297	181.0			
T	45.616798405	9.284269230	181.0			
T	45.616724596	9.284260982	181.0			
T	45.616648448	9.284246509	181.0			
T	45.616589679	9.284238157	181.0			
T	45.616514638	9.284225098	181.0			
T	45.616435389	9.284214971	181.0			
T	45.616358688	9.284203076	181.0			
T	45.616292236	9.284193714	181.0			
T	45.616205454	9.284179536	181.0			
T	45.616143928	9.284169549	181.0			
T	45.616103046	9.284164619	181.0			
T	45.616000656	9.284150799	181.0			
T	45.615950767	9.284144545	181.0			
T	45.615891702	9.284136470	181.0			
T	45.615852710	9.284127074	181.0			
T	45.615818219	9.284123839	181.0			
T	45.615779322	9.284118174	181.0			
T	45.615732730	9.284108819	180.9			
T	45.615680899	9.284102733	180.9			
T	45.615635958	9.284096899	180.8			
T	45.615534968	9.284080101	180.6			
T	45.615443234	9.284066661	180.4			
T	45.615355639	9.284051820	180.2			
T	45.615284398	9.284042780	180.0			
T	45.615226482	9.284033773	180.0			
T	45.615154837	9.284022024	180.0			
T	45.615096975	9.284015393	180.0			
T	45.615035983	9.284007044	180.0			
T	45.614973273	9.283997480	180.0			
T	45.614928073	9.283991379	180.0			
T	45.614846582	9.283977140	180.0			
T	45.614765939	9.283965936	180.0			
T	45.614689709	9.283955657	180.0			
T	45.614615353	9.283946072	180.0			
T	45.614553963	9.283938845	180.0			
T	45.614486890	9.283925760	180.0			
T	45.614430336	9.283917379	180.0			
T	45.614379858	9.283910662	180.0			
T	45.614337218	9.283904143	180.0			
T	45.614295016	9.283897954	180.0			
T	45.614238657	9.283891197	180.0			
T	45.614175946	9.283879375	180.0			
T	45.614118369	9.283869474	180.0			
T	45.614067579	9.283863111	180.0			
T	45.614034367	9.283861165	180.0			
T	45.614000808	9.283853217	180.0			
T	45.613942339	9.283845772	180.0			
T	45.613889135	9.283837547	180.0			
T	45.613840733	9.283831008	179.8			
T	45.613795794	9.283821872	179.7			
T	45.613759232	9.283817731	179.5			
T	45.613698821	9.283809207	179.3			
T	45.613634328	9.283800349	179.1			
T	45.613572789	9.283789615	179.0			
T	45.613532459	9.283785134	179.0			
T	45.613497049	9.283780069	179.0			
T	45.613467023	9.283775151	179.0			
T	45.613410577	9.283766395	179.0			
T	45.613341057	9.283755550	179.0			
T	45.613277324	9.283747222	179.0			
T	45.613232931	9.283741480	179.0			
T	45.613185927	9.283735369	179.0			
T	45.613109591	9.283720772	179.0			
T	45.613031063	9.283710616	179.0			
T	45.612955059	9.283695853	179.0			
T	45.612890458	9.283686852	179.0			
T	45.612832051	9.283679313	179.0			
T	45.612776365	9.283672513	179.0			
T	45.612735742	9.283666197	179.0			
T	45.612691328	9.283659415	179.0			
T	45.612663152	9.283653143	179.0			
T	45.612631387	9.283650168	179.0			
T	45.612608349	9.283645393	179.0			
T	45.612586691	9.283643207	179.0			
T	45.612565065	9.283639014	179.0			
T	45.612551206	9.283636175	179.0			
T	45.612535906	9.283634229	179.0			
T	45.612523211	9.283629936	179.0			
T	45.612508384	9.283624001	179.0			
T	45.612500034	9.283619724	179.0			
T	45.612499335	9.283619177	179.0			
T	45.612489854	9.283614746	179.0			
T	45.612476471	9.283611038	179.0			
T	45.612458262	9.283605743	179.0			
T	45.612429873	9.283597652	179.0			
T	45.612407325	9.283587957	179.0			
T	45.612387547	9.283579741	179.0			
T	45.612375058	9.283574503	179.0			
T	45.612363812	9.283568125	179.0			
T	45.612352716	9.283558969	179.0			
T	45.612338570	9.283552341	179.0			
T	45.612327314	9.283544590	179.0			
T	45.612314841	9.283535756	179.0			
T	45.612301633	9.283526344	179.0			
T	45.612288311	9.283517233	179.0			
T	45.612273059	9.283508282	179.0			
T	45.612260330	9.283497215	179.0			
T	45.612248336	9.283487828	179.0			
T	45.612238836	9.283480045	179.0			
T	45.612229546	9.283471316	179.0			
T	45.612221950	9.283463865	179.0			
T	45.612213836	9.283456285	179.0			
T	45.612205877	9.283448720	179.0			
T	45.612199685	9.283442262	179.0			
T	45.612190480	9.283432538	179.0			
T	45.612183938	9.283423525	179.0			
T	45.612166939	9.283404116	179.0			
T	45.612153324	9.283386158	179.0			
T	45.612143587	9.283371810	179.0			
T	45.612135697	9.283362427	179.0			
T	45.612127245	9.283351104	179.0			
T	45.612116523	9.283337436	179.0			
T	45.612110567	9.283326660	179.0			
T	45.612103618	9.283315111	179.0			
T	45.612097013	9.283304985	179.0			
T	45.612090423	9.283292631	179.0			
T	45.612083967	9.283283589	179.0			
T	45.612078639	9.283273608	179.0			
T	45.612073003	9.283262130	179.0			
T	45.612066351	9.283248463	179.0			
T	45.612060632	9.283237600	179.0			
T	45.612051496	9.283219801	179.0			
T	45.612045736	9.283200679	179.0			
T	45.612035176	9.283184169	179.0			
T	45.612024476	9.283163041	179.0			
T	45.612016335	9.283143727	179.0			
T	45.612010116	9.283125752	179.0			
T	45.612004885	9.283112362	179.0			
T	45.611997715	9.283095134	179.0			
T	45.611992014	9.283077469	179.0			
T	45.611986745	9.283061851	179.0			
T	45.611981015	9.283044229	179.0			
T	45.611974396	9.283018246	178.9			
T	45.611966576	9.282996529	178.8			
T	45.611964741	9.282975711	178.7			
T	45.611959819	9.282955070	178.6			
T	45.611952006	9.282934984	178.6			
T	45.611946457	9.282913874	178.5			
T	45.611943216	9.282886397	178.4			
T	45.611937329	9.282857417	178.3			
T	45.611933229	9.282833959	178.2			
T	45.611930182	9.282808946	178.1			
T	45.611927987	9.282785966	178.0			
T	45.611923536	9.282763530	178.0			
T	45.611922405	9.282739123	178.0			
T	45.611922496	9.282715101	178.0			
T	45.611923502	9.282689732	178.0			
T	45.611923324	9.282661966	178.0			
T	45.611922034	9.282641087	178.0			
T	45.611923751	9.282608908	178.0			
T	45.611922953	9.282588874	178.0			
T	45.611928949	9.282566410	178.0			
T	45.611931456	9.282535358	178.0			
T	45.611933962	9.282504936	178.0			
T	45.611936576	9.282465579	178.0			
T	45.611943049	9.282421296	178.0			
T	45.611954203	9.282376065	178.0			
T	45.611964367	9.282321556	178.0			
T	45.611975479	9.282278760	178.0			
T	45.611993498	9.282221046	178.0			
T	45.612000890	9.282185109	178.0			
T	45.612014737	9.282138453	178.0			
T	45.612027405	9.282102688	178.0			
T	45.612033277	9.282067995	178.0			
T	45.612047973	9.282030823	178.0			
T	45.612059843	9.281986341	178.0			
T	45.612076965	9.281944204	178.0			
T	45.612094935	9.281900550	178.0			
T	45.612117648	9.281851171	178.0			
T	45.612139628	9.281811073	178.0			
T	45.612153158	9.281777985	178.0			
T	45.612167118	9.281754984	178.0			
T	45.612176805	9.281730030	178.0			
T	45.612196832	9.281707712	178.0			
T	45.612210889	9.281676875	178.0			
T	45.612225431	9.281652379	178.0			
T	45.612244715	9.281624571	178.0			
T	45.612261995	9.281599210	178.0			
T	45.612281701	9.281568810	178.0			
T	45.612300053	9.281539353	178.0			
T	45.612319844	9.281512613	178.0			
T	45.612347784	9.281473021	178.0			
T	45.612376952	9.281441874	178.0			
T	45.612404522	9.281407778	178.0			
T	45.612436369	9.281374246	178.1			
T	45.612469189	9.281335133	178.4			
T	45.612494625	9.281309993	178.6			
T	45.612526639	9.281284281	178.8			
T	45.612559102	9.281247567	179.0			
T	45.612601959	9.281218086	179.2			
T	45.612653557	9.281177231	179.5			
T	45.612711408	9.281126979	179.9			
T	45.612760818	9.281095348	180.0			
T	45.612821754	9.281060706	180.0			
T	45.612885128	9.281025434	180.0			
T	45.612952498	9.280993600	180.0			
T	45.613016704	9.280960176	180.0			
T	45.613086031	9.280937304	180.0			
T	45.613146679	9.280907984	180.0			
T	45.613208296	9.280888638	180.0			
T	45.613256427	9.280877065	180.0			
T	45.613310508	9.280861386	180.0			
T	45.613370447	9.280849741	180.0			
T	45.613418661	9.280837794	180.0			
T	45.613469185	9.280827268	180.0			
T	45.613517775	9.280821205	180.0			
T	45.613569560	9.280817354	180.0			
T	45.613621083	9.280813753	180.0			
T	45.613681436	9.280807251	180.0			
T	45.613741424	9.280799717	180.0			
T	45.613800921	9.280795623	180.0			
T	45.613857771	9.280790854	180.0			
T	45.613930265	9.280789679	180.0			
T	45.613990609	9.280788957	180.0			
T	45.614050228	9.280792078	180.0			
T	45.614107725	9.280790037	180.0			
T	45.614165007	9.280788292	180.0			
T	45.614208657	9.280789325	180.0			
T	45.614263255	9.280788171	180.0			
T	45.614311441	9.280788555	180.0			
T	45.614381435	9.280787063	180.0			
T	45.614446798	9.280787276	180.0			
T	45.614490626	9.280786825	180.0			
T	45.614534870	9.280787298	180.0			
T	45.614577613	9.280786734	180.0			
T	45.614628221	9.280784435	180.0			
T	45.614682838	9.280783599	180.0			
T	45.614742695	9.280785318	180.1			
T	45.614790783	9.280784885	180.2			
T	45.614842580	9.280786501	180.4			
T	45.614902418	9.280791734	180.6			
T	45.614977658	9.280793795	180.8			
T	45.615043225	9.280797784	180.9			
T	45.615101765	9.280803687	180.9			
T	45.615185964	9.280804330	181.0			
T	45.615253998	9.280811499	181.0			
T	45.615320491	9.280813311	181.0			
T	45.615399380	9.280823139	181.0			
T	45.615482426	9.280826819	181.0			
T	45.615571553	9.280830593	181.0			
T	45.615653064	9.280836595	181.0			
T	45.615740862	9.280840735	181.0			
T	45.615810915	9.280854350	180.9			
T	45.615894922	9.280858309	180.9			
T	45.615974833	9.280863032	180.9			
T	45.616022234	9.280863774	180.9			
