type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	45.626385367	9.291972071	187.0			
T	45.626354536	9.291915530	187.0			
T	45.626314708	9.291850033	187.0			
T	45.626285090	9.291799852	187.0			
T	45.626241294	9.291725922	187.0			
T	45.626212032	9.291674549	187.0			
T	45.626108761	9.291510233	186.4			
T	45.625999584	9.291342446	186.0			
T	45.625919656	9.291204785	186.0			
T	45.625753599	9.290929659	186.0			
T	45.625537013	9.290573328	186.0			
T	45.625508286	9.290526613	186.0			
T	45.625477921	9.290474926	186.0			
T	45.625356993	9.290282123	186.0			
T	45.625219727	9.290061113	186.1			
T	45.625201221	9.290028963	185.9			
T	45.625159507	9.289959558	185.4			
T	45.625132924	9.289917840	185.2			
T	45.625107852	9.289876111	185.0			
T	45.625068519	9.289815287	184.7			
T	45.625036206	9.289759652	184.4			
T	45.624968691	9.289651100	185.0			
T	45.624950629	9.289617910	185.4			
T	45.624867985	9.289486818	185.5			
T	45.624637915	9.289114271	186.1			
T	45.624585234	9.289031605	185.3			
T	45.624544148	9.288961506	184.4			
T	45.624512475	9.288913436	183.6			
T	45.624479011	9.288858609	183.2			
T	45.624455799	9.288820273	183.4			
T	45.624424000	9.288769506	184.2			
T	45.624411089	9.288747086	184.6			
T	45.624252480	9.288488320	185.2			
T	45.624247131	9.288479184	185.2			
T	45.623879074	9.287885375	185.2			
T	45.623779846	9.287721902	185.8			
T	45.623755301	9.287686029	185.8			
T	45.623702908	9.287599490	186.0			
T	45.623628029	9.287480345	186.1			
T	45.623554178	9.287358422	186.3			
T	45.623476703	9.287236782	186.0			
T	45.623449525	9.287191761	185.9			
T	45.623424652	9.287151141	185.8			
T	45.623396937	9.287110902	185.8			
T	45.623354108	9.287035138	185.8			
T	45.623302511	9.286953135	186.0			
T	45.623257985	9.286878498	185.9			
T	45.623221497	9.286821980	185.8			
T	45.623190963	9.286771513	185.7			
T	45.623161019	9.286721762	185.5			
T	45.623139183	9.286685534	185.3			
T	45.623118048	9.286650942	185.3			
T	45.623095370	9.286613599	185.3			
T	45.623072559	9.286576505	185.4			
T	45.623051833	9.286546709	185.4			
T	45.623035918	9.286518420	185.5			
T	45.623018379	9.286486300	185.6			
T	45.623002791	9.286462533	185.6			
T	45.622983714	9.286430944	185.7			
T	45.622968153	9.286405182	185.7			
T	45.622954665	9.286384189	185.6			
T	45.622939356	9.286357316	185.6			
T	45.622924939	9.286334192	185.6			
T	45.622903556	9.286300153	185.6			
T	45.622881430	9.286265591	185.7			
T	45.622862806	9.286234125	185.7			
T	45.622846590	9.286207883	185.7			
T	45.622831087	9.286183658	185.8			
T	45.622817404	9.286160768	185.8			
T	45.622806121	9.286141790	185.9			
T	45.622796300	9.286124450	186.0			
T	45.622785554	9.286108774	186.0			
T	45.622774747	9.286092031	186.0			
T	45.622766543	9.286077201	186.0			
T	45.622758057	9.286060257	185.9			
T	45.622741649	9.286036959	185.9			
T	45.622730877	9.286018290	185.9			
T	45.622717530	9.285997656	185.9			
T	45.622698339	9.285976134	185.9			
T	45.622671346	9.285955969	185.8			
T	45.622641920	9.285941912	185.8			
T	45.622615308	9.285935542	185.8			
T	45.622590251	9.285935044	185.8			
T	45.622562200	9.285936835	185.7			
T	45.622538842	9.285940219	185.7			
T	45.622516926	9.285945501	185.6			
T	45.622493809	9.285948773	185.6			
T	45.622461695	9.285955503	185.5			
T	45.622427013	9.285962517	185.4			
T	45.622397731	9.285967141	185.3			
T	45.622370171	9.285972891	185.3			
T	45.622346256	9.285975701	185.2			
T	45.622310639	9.285982685	185.1			
T	45.622280936	9.285987377	185.1			
T	45.622252113	9.285991101	185.0			
T	45.622223051	9.285994648	185.0			
T	45.622198754	9.285996567	185.0			
T	45.622174427	9.285996910	185.0			
T	45.622153410	9.285996502	185.0			
T	45.622123599	9.285994528	185.0			
T	45.622091628	9.285990882	185.0			
T	45.622064560	9.285987925	185.0			
T	45.622042599	9.285984125	185.0			
T	45.622024779	9.285981651	185.0			
T	45.622007948	9.285978428	185.0			
T	45.621985509	9.285974117	185.0			
T	45.621968984	9.285970955	185.0			
T	45.621953967	9.285967102	185.0			
T	45.621935004	9.285962998	185.0			
T	45.621908360	9.285954744	185.0			
T	45.621883086	9.285946001	185.0			
T	45.621856005	9.285936070	185.0			
T	45.621833905	9.285925875	185.0			
T	45.621808380	9.285913348	185.0			
T	45.621785409	9.285899050	185.0			
T	45.621761067	9.285886821	185.0			
T	45.621717397	9.285858508	185.0			
T	45.621687593	9.285839185	185.0			
T	45.621656603	9.285814029	185.0			
T	45.621631198	9.285793047	185.0			
T	45.621607937	9.285773115	185.0			
T	45.621587753	9.285755459	185.0			
T	45.621569074	9.285736913	185.0			
T	45.621550323	9.285717410	185.0			
T	45.621527841	9.285693679	185.0			
T	45.621509500	9.285673329	185.0			
T	45.621488638	9.285648712	185.0			
T	45.621470481	9.285626712	185.0			
T	45.621455235	9.285607123	185.0			
T	45.621438384	9.285584393	185.0			
T	45.621426038	9.285565988	185.0			
T	45.621412756	9.285544821	185.0			
T	45.621399242	9.285523954	185.0			
T	45.621385221	9.285502159	185.0			
T	45.621373678	9.285483419	185.0			
T	45.621360703	9.285465324	185.0			
T	45.621349837	9.285453506	185.0			
T	45.621340181	9.285437952	185.0			
T	45.621331297	9.285421105	185.0			
T	45.621321114	9.285403058	185.0			
T	45.621313637	9.285387554	185.0			
T	45.621306068	9.285373491	185.0			
T	45.621295426	9.285353993	185.0			
T	45.621284046	9.285331843	185.0			
T	45.621274376	9.285314594	185.0			
T	45.621266677	9.285299785	185.0			
T	45.621261079	9.285285037	185.0			
T	45.621256461	9.285273995	185.0			
T	45.621251920	9.285262389	185.0			
T	45.621247412	9.285249125	185.0			
T	45.621239417	9.285234379	185.0			
T	45.621229312	9.285216717	185.0			
T	45.621219345	9.285199862	185.0			
T	45.621208952	9.285186860	185.0			
T	45.621199718	9.285175731	185.0			
T	45.621187826	9.285163047	185.0			
T	45.621176362	9.285152791	185.0			
T	45.621165493	9.285143774	185.0			
T	45.621153490	9.285134279	185.0			
T	45.621141023	9.285127394	185.0			
T	45.621127320	9.285120753	185.0			
T	45.621116361	9.285114955	185.0			
T	45.621106109	9.285110522	185.0			
T	45.621096506	9.285107296	185.0			
T	45.621080602	9.285103531	184.9			
T	45.621066448	9.285099490	184.9			
T	45.621051263	9.285096279	184.9			
T	45.621034435	9.285094311	184.8			
T	45.621019620	9.285091467	184.8			
T	45.621004593	9.285087576	184.7			
T	45.620980634	9.285082846	184.7			
T	45.620958819	9.285077338	184.6			
T	45.620939556	9.285073291	184.5			
T	45.620918981	9.285068716	184.5			
T	45.620882152	9.285062043	184.4			
T	45.620849477	9.285054906	184.2			
T	45.620818129	9.285048754	184.2			
T	45.620793722	9.285043937	184.1			
T	45.620765708	9.285038852	184.1			
T	45.620745355	9.285034034	184.1			
T	45.620728705	9.285030687	184.1			
T	45.620688096	9.285021983	184.0			
T	45.620653548	9.285015245	184.0			
T	45.620619884	9.285008645	184.0			
T	45.620583202	9.285000426	184.0			
T	45.620548210	9.284993004	184.0			
T	45.620483510	9.284980032	184.0			
T	45.620427618	9.284966964	184.0			
T	45.620379536	9.284957107	184.0			
T	45.620344181	9.284949635	184.0			
T	45.620313681	9.284943101	184.0			
T	45.620262024	9.284933163	183.9			
T	45.620208994	9.284922443	183.8			
T	45.620159573	9.284912361	183.6			
T	45.620127609	9.284906393	183.5			
T	45.620093217	9.284900167	183.3			
T	45.620060737	9.284892870	183.2			
T	45.620036260	9.284887331	183.1			
T	45.620010306	9.284883256	183.0			
T	45.619945140	9.284872671	183.0			
T	45.619887716	9.284862639	183.0			
T	45.619836693	9.284854373	183.0			
T	45.619789750	9.284845671	183.0			
T	45.619741217	9.284838067	183.0			
T	45.619688757	9.284830304	183.0			
T	45.619644080	9.284824086	183.0			
T	45.619585463	9.284815585	183.0			
T	45.619539006	9.284805931	183.0			
T	45.619499849	9.284800414	183.0			
T	45.619443312	9.284792811	183.0			
T	45.619385702	9.284783866	183.0			
T	45.619352407	9.284778696	183.0			
T	45.619324951	9.284774680	183.0			
T	45.619288011	9.284769087	183.0			
T	45.619260890	9.284764833	183.0			
T	45.619229432	9.284760373	183.0			
T	45.619203359	9.284756877	183.0			
T	45.619131404	9.284746584	182.9			
T	45.619074144	9.284738213	182.7			
T	45.619022307	9.284729500	182.5			
T	45.618970789	9.284722065	182.3			
T	45.618920659	9.284716743	182.1			
T	45.618859996	9.284706485	182.0			
T	45.618815515	9.284700273	182.0			
T	45.618780482	9.284694190	182.0			
T	45.618747089	9.284689562	182.0			
T	45.618598333	9.284668238	182.0			
T	45.618555717	9.284661146	182.0			
T	45.618519306	9.284655504	182.0			
T	45.618455011	9.284646423	182.0			
T	45.618399114	9.284638322	182.0			
T	45.618349502	9.284630980	182.0			
T	45.618299356	9.284622360	182.0			
T	45.618261610	9.284616984	182.0			
T	45.618233024	9.284614572	182.0			
T	45.618203303	9.284608166	182.0			
T	45.618175197	9.284604357	182.0			
T	45.618146732	9.284599815	182.0			
T	45.618111189	9.284594782	182.0			
T	45.618032423	9.284582025	182.0			
T	45.617961813	9.284572987	182.0			
T	45.617898014	9.284563574	182.0			
T	45.617846123	9.284554276	182.0			
T	45.617801145	9.284548424	182.0			
T	45.617751513	9.284541594	182.0			
T	45.617660540	9.284527702	182.0			
T	45.617583033	9.284516593	182.0			
T	45.617511405	9.284504564	182.0			
T	45.617449681	9.284496447	181.8			
T	45.617378247	9.284484395	181.6			
T	45.617328997	9.284475947	181.4			
T	45.617281228	9.284469258	181.2			
T	45.617233998	9.284462525	181.0			
T	45.617187731	9.284456646	181.0			
T	45.617096722	9.284443298	181.0			
T	45.617012284	9.284429378	181.0			
T	45.616919904	9.284416481	181.0			
T	45.616843862	9.284405635	181.0			
T	45.616770592	9.284395337	181.0			
T	45.616670618	9.284380172	181.0			
T	45.616554290	9.284365791	181.0			
T	45.616447822	9.284348979	181.0			
T	45.616369384	9.284334932	181.0			
T	45.616308675	9.284326859	181.0			
T	45.616227674	9.284313902	181.0			
T	45.616168371	9.284306477	181.0			
T	45.616112367	9.284296561	181.0			
T	45.615969244	9.284275783	181.0			
T	45.615915156	9.284266475	181.0			
T	45.615870987	9.284261052	181.0			
T	45.615827123	9.284254192	181.0			
T	45.615718184	9.284238779	181.0			
T	45.615638139	9.284224652	181.0			
T	45.615527819	9.284211491	180.9			
T	45.615466265	9.284201607	180.7			
T	45.615408947	9.284191937	180.5			
T	45.615354160	9.284184662	180.3			
T	45.615308937	9.284180463	180.1			
T	45.615238761	9.284169282	180.0			
T	45.615164611	9.284156836	180.0			
T	45.615097729	9.284146832	180.0			
T	45.615015102	9.284135890	180.0			
T	45.614941065	9.284124832	180.0			
T	45.614858673	9.284111419	180.0			
T	45.614776445	9.284100983	180.0			
T	45.614708757	9.284090132	180.0			
T	45.614639199	9.284079841	180.0			
T	45.614564547	9.284069163	180.0			
T	45.614516443	9.284062352	180.0			
T	45.614462038	9.284054882	180.0			
T	45.614368531	9.284041388	180.0			
T	45.614298992	9.284029749	180.0			
T	45.614221424	9.284018309	180.0			
T	45.614155156	9.284008606	180.0			
T	45.614078323	9.283998466	180.0			
T	45.614007890	9.283986913	180.0			
T	45.613946454	9.283977870	180.0			
T	45.613902460	9.283971366	180.0			
T	45.613842371	9.283963478	179.9			
T	45.613792984	9.283956187	179.7			
T	45.613747991	9.283947667	179.6			
T	45.613708064	9.283942679	179.5			
T	45.613677195	9.283938131	179.4			
T	45.613643936	9.283932431	179.3			
T	45.613610792	9.283927610	179.1			
T	45.613551178	9.283917921	179.1			
T	45.613493620	9.283908997	179.0			
T	45.613441584	9.283900782	179.0			
T	45.613385710	9.283892423	179.0			
T	45.613329603	9.283882705	179.0			
T	45.613278387	9.283876726	179.0			
T	45.613217894	9.283868563	179.0			
T	45.613168867	9.283862992	179.0			
T	45.613122708	9.283854983	179.0			
T	45.613080275	9.283850240	179.0			
T	45.613043920	9.283843402	179.0			
T	45.612998925	9.283836110	179.0			
T	45.612956568	9.283830481	179.0			
T	45.612921866	9.283823149	179.0			
T	45.612880237	9.283816772	179.0			
T	45.612839094	9.283810661	179.0			
T	45.612796957	9.283805367	179.0			
T	45.612755113	9.283799919	179.0			
T	45.612711034	9.283793523	179.0			
T	45.612673900	9.283788778	179.0			
T	45.612638271	9.283782590	179.0			
T	45.612606172	9.283779361	179.0			
T	45.612571410	9.283774423	179.0			
T	45.612547595	9.283769670	179.0			
T	45.612521529	9.283766423	179.0			
T	45.612499990	9.283764275	179.0			
T	45.612478141	9.283760744	179.0			
T	45.612448604	9.283755097	179.0			
T	45.612412189	9.283743906	179.0			
T	45.612387979	9.283735297	179.0			
T	45.612363142	9.283725155	179.0			
T	45.612342088	9.283715755	179.0			
T	45.612320159	9.283705396	179.0			
T	45.612302428	9.283697073	179.0			
T	45.612282823	9.283686666	179.0			
T	45.612268477	9.283677270	179.0			
T	45.612253696	9.283667973	179.0			
T	45.612239444	9.283658115	179.0			
T	45.612228220	9.283650429	179.0			
T	45.612217172	9.283640820	179.0			
T	45.612206617	9.283632714	179.0			
T	45.612195501	9.283624092	179.0			
T	45.612174710	9.283604059	179.0			
T	45.612157083	9.283586083	179.0			
T	45.612142140	9.283570709	179.0			
T	45.612126810	9.283555271	179.0			
T	45.612112988	9.283538430	179.0			
T	45.612100089	9.283523715	179.0			
T	45.612088820	9.283508325	179.0			
T	45.612077932	9.283492917	179.0			
T	45.612066350	9.283477673	179.0			
T	45.612055731	9.283462063	179.0			
T	45.612046307	9.283449394	179.0			
T	45.612034006	9.283430328	179.0			
T	45.612024802	9.283414295	179.0			
T	45.612015942	9.283400940	179.0			
T	45.612005776	9.283381740	179.0			
T	45.611996026	9.283364142	179.0			
T	45.611985098	9.283344722	179.0			
T	45.611976813	9.283329203	179.0			
T	45.611966279	9.283307240	179.0			
T	45.611955715	9.283287269	179.0			
T	45.611944872	9.283263861	179.0			
T	45.611937019	9.283245870	179.0			
T	45.611929477	9.283228551	179.0			
T	45.611920966	9.283210173	179.0			
T	45.611912556	9.283189052	178.9			
T	45.611903800	9.283169547	178.9			
T	45.611897727	9.283152262	178.9			
T	45.611889427	9.283130522	178.9			
T	45.611882984	9.283110647	178.8			
T	45.611872315	9.283076138	178.8			
T	45.611864207	9.283043684	178.7			
T	45.611857894	9.283014640	178.6			
T	45.611852591	9.282985829	178.5			
T	45.611847276	9.282962286	178.4			
T	45.611843526	9.282936254	178.4			
T	45.611838813	9.282907308	178.3			
T	45.611835052	9.282878334	178.2			
T	45.611830585	9.282845610	178.1			
T	45.611827434	9.282810746	178.1			
T	45.611824407	9.282780334	178.0			
T	45.611821412	9.282745670	178.0			
T	45.611819157	9.282715714	178.0			
T	45.611820175	9.282682432	178.0			
T	45.611818562	9.282645625	178.0			
T	45.611821466	9.282609524	178.0			
T	45.611823385	9.282570817	178.0			
T	45.611826151	9.282536131	178.0			
T	45.611829103	9.282497414	178.0			
T	45.611833561	9.282462299	178.0			
T	45.611839249	9.282426099	178.0			
T	45.611843998	9.282395967	178.0			
T	45.611848747	9.282369057	178.0			
T	45.611860197	9.282304800	178.0			
T	45.611866395	9.282276717	178.0			
T	45.611875661	9.282241030	178.0			
T	45.611882999	9.282205274	178.0			
T	45.611891604	9.282169966	178.0			
T	45.611901991	9.282135847	178.0			
T	45.611914126	9.282089699	178.0			
T	45.611925485	9.282049925	178.0			
T	45.611939309	9.282009550	178.0			
T	45.611954104	9.281967729	178.0			
T	45.611968211	9.281927200	178.0			
T	45.611983954	9.281884853	178.0			
T	45.611997516	9.281851709	178.0			
T	45.612011632	9.281812929	178.0			
T	45.612028041	9.281778842	178.0			
T	45.612044903	9.281742502	178.0			
T	45.612068973	9.281698030	178.0			
T	45.612085949	9.281663945	178.0			
T	45.612104731	9.281631904	178.0			
T	45.612123301	9.281600775	178.0			
T	45.612142834	9.281568346	178.0			
T	45.612165592	9.281532387	178.0			
T	45.612189224	9.281496367	178.0			
T	45.612207810	9.281471011	178.0			
T	45.612227152	9.281443622	178.0			
T	45.612247229	9.281415370	178.0			
T	45.612263360	9.281394589	178.0			
T	45.612281260	9.281370750	178.1			
T	45.612297278	9.281351612	178.2			
T	45.612313758	9.281330851	178.3			
T	45.612332515	9.281306960	178.4			
T	45.612351998	9.281285836	178.5			
T	45.612368442	9.281268234	178.7			
T	45.612387821	9.281247364	178.8			
T	45.612412052	9.281225812	179.0			
T	45.612434089	9.281202062	179.2			
T	45.612458289	9.281177872	179.4			
T	45.612478382	9.281159454	179.6			
T	45.612506244	9.281131321	179.9			
T	45.612532113	9.281108054	180.0			
T	45.612559224	9.281086027	180.0			
T	45.612588755	9.281062729	180.0			
T	45.612618835	9.281038815	180.0			
T	45.612654119	9.281013271	180.0			
T	45.612687455	9.280990097	180.0			
T	45.612727022	9.280963842	180.0			
T	45.612764137	9.280940364	180.0			
T	45.612796774	9.280921847	180.0			
T	45.612833860	9.280899880	180.0			
T	45.612863304	9.280884443	180.0			
T	45.612898812	9.280865273	180.0			
T	45.612946657	9.280843272	180.0			
T	45.612977518	9.280828767	180.0			
T	45.613003829	9.280814535	180.0			
T	45.613031236	9.280798568	180.0			
T	45.613051106	9.280789432	180.0			
T	45.613074691	9.280778130	180.0			
T	45.613096416	9.280767871	180.0			
T	45.613125378	9.280756763	180.0			
T	45.613155142	9.280746496	180.0			
T	45.613184817	9.280738806	180.0			
T	45.613206371	9.280731356	180.0			
T	45.613228613	9.280724696	180.0			
T	45.613248288	9.280717829	180.0			
T	45.613277457	9.280709234	180.0			
T	45.613297019	9.280704596	180.0			
T	45.613314056	9.280700002	180.0			
T	45.613343250	9.280694114	180.0			
T	45.613369289	9.280687578	180.0			
T	45.613400898	9.280680178	180.0			
T	45.613428272	9.280675800	180.0			
T	45.613457121	9.280668162	180.0			
T	45.613481667	9.280665286	180.0			
T	45.613505837	9.280662002	180.0			
T	45.613532810	9.280658937	180.0			
T	45.613564374	9.280653657	180.0			
T	45.613595283	9.280650626	180.0			
T	45.613621324	9.280646643	180.0			
T	45.613647225	9.280645843	180.0			
T	45.613676384	9.280643515	180.0			
T	45.613710793	9.280638605	180.0			
T	45.613744759	9.280638049	180.0			
T	45.613788427	9.280632772	180.0			
T	45.613828903	9.280632438	180.0			
T	45.613875684	9.280631110	180.0			
T	45.613927715	9.280631339	180.0			
T	45.613974718	9.280630957	180.0			
T	45.614013414	9.280628162	180.0			
T	45.614067762	9.280625845	180.0			
T	45.614124390	9.280624644	180.0			
T	45.614185571	9.280624569	180.0			
T	45.614211616	9.280624627	180.0			
T	45.614245583	9.280625427	180.0			
T	45.614278379	9.280627040	180.0			
T	45.614316160	9.280629520	180.0			
T	45.614353741	9.280630016	180.0			
T	45.614400924	9.280630926	180.0			
T	45.614444257	9.280633382	180.0			
T	45.614494227	9.280632430	180.0			
T	45.614547954	9.280632806	180.0			
T	45.614593996	9.280631114	180.0			
T	45.614646823	9.280630823	180.0			
T	45.614691398	9.280629597	180.0			
T	45.614741736	9.280628286	180.0			
T	45.614800036	9.280626020	180.1			
T	45.614850297	9.280623749	180.1			
T	45.614892340	9.280623875	180.2			
T	45.614934120	9.280623836	180.2			
T	45.614969993	9.280624009	180.2			
T	45.615024513	9.280623340	180.3			
T	45.615069220	9.280624959	180.4			
T	45.615120025	9.280624409	180.6			
T	45.615185041	9.280622297	180.7			
T	45.615251591	9.280621476	180.9			
T	45.615331796	9.280623575	181.0			
T	45.615393258	9.280626988	181.0			
T	45.615444533	9.280631126	181.0			
T	45.615485008	9.280630565	181.0			
T	45.615639181	9.280640920	181.0			
T	45.615694045	9.280646834	181.0			
T	45.615754827	9.280647825	181.0			
T	45.615790219	9.280653589	181.0			
T	45.615823351	9.280657662	181.0			
T	45.615867909	9.280661820	181.0			
T	45.615906210	9.280664648	181.0			
T	45.615949851	9.280669273	181.0			
T	45.615986616	9.280673873	181.0			
T	45.616023672	9.280678746	181.0			
T	45.616042592	9.280681295	181.0			
